TweetID,Text,Category
9.09509E+17,- I feel so weird when I'm not wearing glasses - #selfie #nike #aimax97 #levis #nikeoffwhite #raulal http:// ift.tt/2jBzujJ pic.twitter.com/s6HA139rF6,NT
9.0947E+17,"I'm going shoe shopping today. My nike free rns just feel horrible on my feet, so I'm going to look at stuff with more support and such",N
9.09465E+17,Ya I already kno that part is guna freak me out. I even feel like u just put Luke on the TL like he was just born now he standing lmao,NT
9.09464E+17,Still I feel like most 3 month olds can't even do that yet they legs jello,NT
9.09463E+17,Thanks family feel like we just got to Sfa for the last orientation session again https:// twitter.com/dj_jdirty/stat us/909460611297357827 ,NT
9.09458E+17,Bro I loved working at Starbucks cause it wasn't a job to me cause I loved working wit the people. Nike feel like a whole job to me bro,N
9.09441E+17,@Nike _Check_Mj Happy Gday my guy! Feel like sfa been celebrating this hoe all week,P
9.0943E+17,Ala lagu Nike Ardila xblh buat mcm ni. Hlg feel dia. This song is already great the way it is. #AFmegastar,NT
9.09406E+17,Aye is it too pushy if I get her a pink nike headband cause I feel like she gone hoop,NT
9.09376E+17,Who wants to be with some one who won't tell them how they feel because macho rubbish?,NT
9.09369E+17,I'll have two pairs thanks. Navy and red. Great old school #Nike waffle feel . #sneakers #Kenzo https:// twitter.com/kenzo/status/9 09069059047780352 ,P
9.09358E+17,Todays run felt good. Is running supposed to feel good? Nike knows how to fix me,P
9.09338E+17,I feel like 9 rn,NT
9.09315E+17,"Deffo! Umbro actually put thought into the design of the kit. Nike just have the same kits for every club, it doesn't feel special.",N
9.09306E+17,"I feel like shit everytime I look ay my Nike plus. like, if I have better discipline of myself I could do more..",N
9.09293E+17,"I feel like a fucking idiot, I've always thought my favourite shoes were Nike AF 1 mids, but APPARENTLY it's actually Nike SB mids",NT
9.09293E+17,OMG NIKE your words make me feel warm-- /I mean waht.,P
9.09257E+17,When u get cute workout outfits and all of a sudden u feel more motivated #Lulu #Nike,P
9.09253E+17,I feel it but track stars don't get tired,NT
9.09227E+17,Wanna see more madness? Feel free to add my Snapchat... @G_Loa #SnapChat @Nike Factory Store https://www. instagram.com/p/BZH6mIZnvSn/,NT
9.09225E+17,"fuzzy toe heels thigh high jean boots Nike Joggers adidas joggers thrasher shorts ""I feel like Pablo"" hat nude Prestos",P
9.09218E+17,Was @that Gtown Prep vs Zaga game today. I like the feel of city games more. Too many kids in Nike socks & Sperrys. Not enough Gucci belts.,NT
9.09213E+17,i feel like my life is falling apart and i aint got one person that's here for me,NT
9.09212E+17,Sports don't feel right until they start a beef! Nike is the de facto shoe company. Under Armour is the up and coming challenger. Shut up!,NT
9.09193E+17,Youngboy a rich hood ass young nigga white forces Nike gear street nigga shit I feel Lil dude,NT
9.09176E+17,"RT: In these perilous and trying times, God's protection makes us feel safe. #MCGIGloryToGod https:// twitter.com/mcgidotorg/sta tus/909166503991304192 ",NT
9.0917E+17,I don't feel these!,NT
9.09167E+17,"Like, even now why? Why are we even having this conversation? Do you feel better now? Lol. I'm just minding my business.",NT
9.09165E+17,I feel like this tweet somehow relates to Nike and the NBA?,NT
9.09161E+17,Squid always makes me feel better I love her smsmsm,NT
9.09159E+17,I'm not sure how I feel about the new nike NBA jerseys allowing them to wear colored leggings. Just feels a little too college like for me,NT
9.09153E+17,Some of these new Nike NBA jerseys look like summer league jerseys. Were they going for a minimalist feel ?,N
9.09135E+17,"I just feel like they are trying to hard with these. We are the NBA, we aren't some no name college team trying to get publicity.",NT
9.09132E+17,Idk how I feel ab that Nike shirt with the UA belt,NT
9.09108E+17,"A feel like there should be a law that if you buy or think about buying any nike air for babies or little kids, they should be taken off you",N
9.09106E+17,Definitely a dope model. I feel like the lows will be the best low since the 8,N
9.09106E+17,"The bridge was a symbol of all of the Bay Area. I feel disrespected that are emblem was changed to a tree. Plus we moving back to ""the city""",NT
9.09095E+17,That's how you make them feel accepted,NT
9.09077E+17,Idk how to feel about them new Nike uniforms,NT
9.09073E+17,I had Nike Vapor Pro irons and used Project 7.0. These feel much better though,P
9.09043E+17,I dont know what to feel about the new nike nba jerseys,NT
9.09043E+17,"Pictures don't do these justice, I feel like these are 100x better in person?",NT
9.0904E+17,I feel like its a Nike fit type of day,P
9.09035E+17,Damn adidas really gonna feel that NBA switching to Nike deal.,NT
9.08998E+17,"My Nike Dunk Lows feel big but they ain't, confused",NT
9.08996E+17,Getting a compliment on your new Nike 's on their first lil outing honestly makes me feel like a proud mother,P
9.08969E+17,How I really feel about the Nike NBA Connected Jerseys. pic.twitter.com/lnvuG8kNtR,NT
9.08935E+17,I don't know how I feel about Nike taking over the NBA uniforms now,NT
9.08932E+17,man are the nike nba jerseys nice... they feel 10/10. i cant wait til they're out,P
9.08927E+17,idk why wearing a nike hat and taking pictures requiring a flash makes me feel so cool,P
9.08913E+17,@JeffJonesSports how do you feel about the Signature jersey's Nike previewed tonight??,NT
9.08907E+17,I think the winner of the new uniforms by Nike have to be the @okcthunder as much as I love the #Wolves have too much @Seahawks feel .,NT
9.08904E+17,Bro actually the supreme x Nike collab looks dope I would cop but I don't know how I feel about the solid colors and white,N
9.089E+17,Adidas made sleeved uniforms and Nike makes jersey that connect to your phone... feel like I know who just won the NBA https:// twitter.com/nike/status/90 8880666682564608 ,NT
9.08896E+17,SHOUTOUT NIKE FOR MAKING ME FEEL LIKE A LITTLE BOY WITH HIS FORST BONER,NT
9.08895E+17,Haha I feel you. Just imagine how good the Nike Supersonics jerseys would look. Ahhahahh.,P
9.08893E+17,I feel like Springer got his glove at Wal Mart because it's a Nike glove lol,P
9.08892E+17,I feel the same way,NT
9.08884E+17,"I liked the AJ 31s, though. I feel like Nike killed those. The next three AJs should be fire bc they're based on the 3, 4, and 5.",NT
9.08883E+17,They should of said San Francisco..I feel sorry for Oakland right when y'all were having success with NFL and NBA.. they take your teams,NT
9.0888E+17,"I dont understand NBA uniforms anymore ore. Congratulations Nike , you made me feel like Im one million years-old.",NT
9.08878E+17,"Naw, I feel the first dude's comment. This shit def still sux. The move is inevitable, but I doubt I'll ever be thrilled abt it. Mostly hurt",NT
9.08876E+17,Why does it feel like the Nike sign has always been there https:// twitter.com/lakers/status/ 908875624646717441 ,NT
9.08876E+17,"Definitely. You know how white people feel about history, probably told Nike to keep it simple",NT
9.08876E+17,I feel so much cuter in my nike shirt and bare faced. Anyway I'm out,P
9.08875E+17,"Disappointed Nike seemed uninvolved with the Spurs ""statement jersey"". I really feel they could've touched it up... https:// twitter.com/spurs/status/9 08867363952484354 ",N
9.08872E+17,I feel like 90% of all the Nike jerseys are overly bland.,N
9.0887E+17,"Sometimes u gotta think to ya self , ""if I look good I feel good"" only Nike can give you da feeling",P
9.08867E+17,i'm saying but i feel like we gotta ask if you mines ain't no asking we just gone do it like nike,NT
